,subject,score,display,question,dimension,question_number,qdirection,item
33916,sub114,3.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
33922,sub114,3.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
33928,sub114,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
33940,sub114,3.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
33946,sub114,2.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
33952,sub114,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
33958,sub114,1.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
33964,sub114,1.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
33970,sub114,1.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
33976,sub114,3.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
33982,sub114,2.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
33992,sub115,1.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
33998,sub115,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
34004,sub115,2.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
34010,sub115,4.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
34016,sub115,0.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
34022,sub115,3.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
34028,sub115,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
34034,sub115,4.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
34046,sub115,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
34052,sub115,3.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
34058,sub115,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
34064,sub115,2.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
34070,sub115,3.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
34076,sub115,3.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
34082,sub115,0.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
34088,sub115,1.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
34094,sub115,3.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
34100,sub115,3.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
34106,sub115,1.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
34112,sub115,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
34124,sub115,3.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
34130,sub115,3.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
34136,sub115,4.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
34142,sub115,1.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
34148,sub115,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
34154,sub115,1.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
34160,sub115,1.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
34166,sub115,0.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
34178,sub115,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
34184,sub115,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
34190,sub115,1.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
34196,sub115,4.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
34202,sub115,2.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
34208,sub115,1.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
34214,sub115,3.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
34220,sub115,3.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
34226,sub115,4.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
34232,sub115,4.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
34238,sub115,2.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
34250,sub115,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
34262,sub115,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
34268,sub115,1.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
34274,sub115,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
34280,sub115,1.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
34290,sub116,3.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
34296,sub116,3.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
34308,sub116,4.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
34314,sub116,3.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
34320,sub116,4.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
34326,sub116,3.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
34332,sub116,3.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
34338,sub116,3.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
34344,sub116,4.0,chs,# I keep my antivirus protection active when browsing the internet.,blocking,q10,forward,blocking_q10
34350,sub116,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
34356,sub116,4.0,chs,# I use complex and long passwords.,blocking,q02,forward,blocking_q02
34362,sub116,3.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
34368,sub116,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
34374,sub116,3.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
34380,sub116,1.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
34386,sub116,0.0,chs,# I share personal information with strangers on social media.,hiding,q17,reversed,hiding_q17
34392,sub116,3.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
34398,sub116,4.0,chs,# I pay attention to the settings of my devices.,inspecting,q30,forward,inspecting_q30
34404,sub116,3.0,chs,# I change my passwords after using them for a while.,blocking,q05,forward,blocking_q05
34410,sub116,3.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
34416,sub116,4.0,chs,# I pay attention to news about cybersecurity breaches.,inspecting,q40,forward,inspecting_q40
34422,sub116,1.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
34428,sub116,3.0,chs,# I scan my computer with an antivirus or similar. ,inspecting,q37,forward,inspecting_q37
34434,sub116,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
34440,sub116,3.0,chs,# I scan my phone with an antivirus or similar. ,inspecting,q38,forward,inspecting_q38
34446,sub116,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
34452,sub116,3.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
34464,sub116,3.0,chs,# I seek experts' recommendations on cybersecurity.,inspecting,q41,forward,inspecting_q41
34470,sub116,4.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
34476,sub116,3.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
34488,sub116,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
34494,sub116,4.0,chs,# I use different email addresses for work and personal issues. ,hiding,q16,forward,hiding_q16
34500,sub116,4.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
34506,sub116,4.0,chs,# I check whether updates are safe before applying them.,inspecting,q31,forward,inspecting_q31
34512,sub116,4.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
34518,sub116,0.0,chs,# I share my passwords with others. ,blocking,q06,reversed,blocking_q06
34524,sub116,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
34530,sub116,4.0,chs,# I check my browser is safe/encrypted before shopping.,inspecting,q34,forward,inspecting_q34
34536,sub116,4.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
34542,sub116,3.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
34548,sub116,1.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
34554,sub116,4.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
34560,sub116,4.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
34566,sub116,3.0,chs,# I clean my browsing history and cookies.,hiding,q19,forward,hiding_q19
34588,sub117,2.0,chs,# I blindly accept all cookies from a website.,hiding,q25,reversed,hiding_q25
34594,sub117,0.0,chs,# I keep an ad-blocker or pop-up-blocker active. ,blocking,q08,forward,blocking_q08
34600,sub117,0.0,chs,# I use the same password for different websites.,blocking,q03,reversed,blocking_q03
34606,sub117,3.0,chs,# I clean my location log info.,hiding,q21,forward,hiding_q21
34612,sub117,3.0,chs,# I ensure that my browser offers good security options.,inspecting,q43,forward,inspecting_q43
34618,sub117,0.0,chs,# I accept friend requests from total strangers on social media.,hiding,q27,reversed,hiding_q27
34624,sub117,0.0,chs,# I change the default name of my devices.,inspecting,q29,forward,inspecting_q29
34630,sub117,4.0,chs,# I confirm recipients are trustworthy before replying to emails.,inspecting,q44,forward,inspecting_q44
34636,sub117,0.0,chs,# I give personal information on social media surveys or games.,hiding,q26,reversed,hiding_q26
34648,sub117,4.0,chs,# I ensure my devices are locked if not using them.,inspecting,q28,forward,inspecting_q28
34654,sub117,4.0,chs,# I use a camera cover for my devices when I can.,blocking,q09,forward,blocking_q09
34660,sub117,4.0,chs,# I try to remain anonymous in the internet if I can.,hiding,q18,forward,hiding_q18
34666,sub117,4.0,chs,# I check my internet connection is safe before shopping.,inspecting,q35,forward,inspecting_q35
34672,sub117,4.0,chs,# I make sure my social media are in private mode if I can.,hiding,q14,forward,hiding_q14
34684,sub117,2.0,chs,# I check whether websites are encrypted.,inspecting,q33,forward,inspecting_q33
34690,sub117,3.0,chs,# I update the apps in my devices.,blocking,q01,forward,blocking_q01
34696,sub117,0.0,chs,# I turn-off my WiFi when in public and not using it.,hiding,q13,forward,hiding_q13
34708,sub117,4.0,chs,# I remove apps that I no longer use.,blocking,q11,forward,blocking_q11
34714,sub117,0.0,chs,# I accept chat requests from strangers on social media.,hiding,q22,reversed,hiding_q22
34720,sub117,0.0,chs,# I access my online baking when connected to a public WiFi.,hiding,q24,reversed,hiding_q24
34726,sub117,4.0,chs,# I check permissions requested by apps before download.,inspecting,q32,forward,inspecting_q32
34732,sub117,0.0,chs,"# I share personal information online, even when not strictly necessary.",hiding,q15,reversed,hiding_q15
34738,sub117,0.0,chs,# I avoid using social media accounts for signing-in to a new website.,hiding,q23,forward,hiding_q23
34744,sub117,4.0,chs,# I ensure a source is trustworthy before installing an app.,inspecting,q39,forward,inspecting_q39
34750,sub117,0.0,chs,# I use the same password for different devices.,blocking,q04,reversed,blocking_q04
34756,sub117,0.0,chs,# I use a password manager.,blocking,q07,forward,blocking_q07
34762,sub117,4.0,chs,# I check whether emails come from trustworthy sources.,inspecting,q42,forward,inspecting_q42
34768,sub117,0.0,chs,# I prefer to use my fingerprint to sign-in to my devices when possible.,blocking,q12,forward,blocking_q12
34774,sub117,4.0,chs,# I turn-off my location when not using it.,hiding,q20,forward,hiding_q20
34780,sub117,3.0,chs,# I check my firewall is working before using the internet.,inspecting,q36,forward,inspecting_q36
